1,1,123.52,334.16,132.14,56.85999999999996,1,1,1.0
1,2,209.86,250.98,93.18,40.01000000000002,1,1,1.0
1,3,734.42,270.32,68.37,33.120000000000005,1,1,1.0
2,1,99.19,339.79,134.81,56.26999999999998,1,1,1.0
2,2,209.86,251.01,93.18,40.00999999999999,1,1,1.0
2,3,720.74,270.4,70.25999999999999,37.150000000000034,1,1,1.0
3,1,74.76,340.8,136.04000000000002,61.789999999999964,1,1,1.0
3,2,209.86,251.03,93.18,40.02000000000001,1,1,1.0
3,3,706.02,272.4,74.58000000000004,37.10000000000002,1,1,1.0
4,1,49.58,345.86,139.82,60.44,1,1,1.0
4,2,209.86,251.06,93.18,40.00999999999999,1,1,1.0
4,3,693.67,273.78,73.95000000000005,37.690000000000055,1,1,1.0
5,1,23.62,350.2,144.07999999999998,61.55000000000001,1,1,1.0
5,2,209.86,251.09,93.18,40.01000000000002,1,1,1.0
5,3,678.16,276.43,74.54000000000008,38.27999999999997,1,1,1.0
6,1,0.0,351.52,145.7,64.68,1,1,1.0
6,2,209.86,251.12,93.18,40.00999999999999,1,1,1.0
6,3,665.03,277.26,75.07000000000005,38.870000000000005,1,1,1.0
7,1,0.0,355.71,121.55,64.83000000000004,1,1,1.0
7,2,209.86,251.15,93.18,40.01000000000002,1,1,1.0
7,3,650.58,278.8,77.41999999999996,40.0,1,1,1.0
8,1,0.0,359.9,97.4,64.98000000000002,1,1,1.0
8,2,209.86,251.17,93.18,40.02000000000001,1,1,1.0
8,3,636.68,279.0,78.22000000000003,42.18000000000001,1,1,1.0
9,1,0.0,365.4,73.23,60.32000000000005,1,1,1.0
9,2,209.86,251.2,93.18,40.00999999999999,1,1,1.0
9,3,621.62,282.5,80.08000000000004,41.629999999999995,1,1,1.0
10,1,0.0,370.9,49.07,55.650000000000034,1,1,1.0
10,2,209.86,251.23,93.18,40.01000000000002,1,1,1.0
10,3,605.44,285.97,81.25999999999999,42.19,1,1,1.0
11,2,209.86,251.26,93.18,40.00999999999999,1,1,1.0
11,3,589.7,285.76,84.0,42.75,1,1,1.0
12,2,209.86,251.29,93.18,40.01000000000002,1,1,1.0
12,3,574.99,287.76,82.92999999999995,43.31999999999999,1,1,1.0
13,2,209.86,251.31,93.18,40.01999999999998,1,1,1.0
13,3,560.18,290.87,85.0200000000001,43.879999999999995,1,1,1.0
14,2,209.86,251.34,93.18,40.01000000000002,1,1,1.0
14,3,542.11,294.52,86.99000000000001,44.44,1,1,1.0
15,2,209.86,251.37,93.18,40.00999999999999,1,1,1.0
15,3,526.15,296.7,89.25,45.10000000000002,1,1,1.0
16,2,209.86,251.4,93.18,40.01000000000002,1,1,1.0
16,3,509.06,298.82,92.08999999999997,45.660000000000025,1,1,1.0
17,2,209.86,251.43,93.18,40.00999999999999,1,1,1.0
17,3,494.04,301.0,91.06,46.69999999999999,1,1,1.0
18,2,209.86,251.46,93.18,40.01000000000002,1,1,1.0
18,3,475.74,303.76,92.65999999999997,47.24000000000001,1,1,1.0
19,2,209.86,251.48,93.18,40.02000000000001,1,1,1.0
19,3,457.97,306.03,94.73000000000002,47.27000000000004,1,1,1.0
20,2,209.86,251.51,93.18,40.00999999999999,1,1,1.0
20,3,440.26,309.34,94.74000000000001,47.83000000000004,1,1,1.0
21,2,209.86,251.54,93.18,40.01000000000002,1,1,1.0
21,3,424.53,310.51,99.07000000000005,50.379999999999995,1,1,1.0
22,2,209.86,251.57,93.18,40.00999999999999,1,1,1.0
22,3,405.68,311.81,100.82,53.21999999999997,1,1,1.0
23,2,209.86,251.6,93.18,40.01000000000002,1,1,1.0
23,3,389.36,316.0,100.53999999999996,53.589999999999975,1,1,1.0
24,2,209.86,251.62,93.18,40.01999999999998,1,1,1.0
24,3,368.7,319.5,103.0,53.89999999999998,1,1,1.0
25,2,209.86,251.65,93.18,40.01000000000002,1,1,1.0
25,3,350.27,322.94,104.23000000000002,54.26999999999998,1,1,1.0
26,2,209.86,251.68,93.18,40.00999999999999,1,1,1.0
26,3,331.44,327.2,105.25999999999999,54.639999999999986,1,1,1.0
27,2,209.86,251.71,93.18,40.01000000000002,1,1,1.0
27,3,310.27,329.9,110.03000000000003,55.01000000000005,1,1,1.0
28,2,209.86,251.74,93.18,40.00999999999999,1,1,1.0
28,3,290.06,331.5,112.74000000000001,58.139999999999986,1,1,1.0
29,2,209.86,251.76,93.18,40.01999999999998,1,1,1.0
29,3,267.7,336.03,113.69999999999999,58.33000000000004,1,1,1.0
30,2,209.86,251.79,93.18,40.01000000000002,1,1,1.0
30,3,245.62,339.86,118.57999999999998,58.52999999999997,1,1,1.0
31,2,209.86,251.82,93.18,40.00999999999999,1,1,1.0
31,3,223.15,343.03,118.54999999999998,58.73000000000002,1,1,1.0
32,2,209.86,251.85,93.18,40.01000000000002,1,1,1.0
32,3,201.75,347.0,123.05000000000001,61.05000000000001,1,1,1.0
33,2,209.86,251.88,93.18,40.00999999999999,1,1,1.0
33,3,177.89,348.9,126.00999999999999,63.920000000000016,1,1,1.0
34,2,209.86,251.91,93.18,40.01000000000002,1,1,1.0
34,3,151.36,354.52,134.83999999999997,63.68000000000001,1,1,1.0
35,2,209.86,251.93,93.18,40.00999999999999,1,1,1.0
35,3,129.7,359.46,133.60000000000002,63.450000000000045,1,1,1.0
36,2,209.86,251.96,93.18,40.01000000000002,1,1,1.0
36,3,103.06,364.41,139.64,63.20999999999998,1,1,1.0
37,2,209.86,251.99,93.18,40.00999999999999,1,1,1.0
37,3,76.32,366.9,142.98000000000002,65.43,1,1,1.0
38,2,209.86,252.02,93.18,40.00999999999996,1,1,1.0
38,3,48.29,370.57,147.41,64.82999999999998,1,1,1.0
39,2,209.86,252.05,93.18,40.00999999999999,1,1,1.0
39,3,19.04,374.5,152.16,70.0,1,1,1.0
40,2,209.86,252.07,93.18,40.01999999999998,1,1,1.0
40,3,0.0,379.58,150.8,71.52000000000004,1,1,1.0
41,2,209.86,252.1,93.18,40.01000000000002,1,1,1.0
41,3,0.0,385.68,123.6,72.21999999999997,1,1,1.0
42,2,209.86,252.13,93.18,40.00999999999999,1,1,1.0
42,3,0.0,391.78,98.63,68.58000000000004,1,1,1.0
43,2,209.86,252.16,93.18,40.01000000000002,1,1,1.0
43,3,0.0,397.88,73.67,64.94,1,1,1.0
44,2,209.86,252.19,93.18,40.00999999999999,1,1,1.0
44,3,0.0,403.98,48.7,61.31,1,1,1.0
45,2,209.86,252.21,93.18,40.02000000000001,1,1,1.0
46,2,209.86,252.24,93.18,40.00999999999999,1,1,1.0
47,2,209.86,252.27,93.18,40.00999999999996,1,1,1.0
48,2,209.86,252.3,93.18,40.00999999999999,1,1,1.0
49,2,209.86,252.33,93.18,40.00999999999996,1,1,1.0
50,2,209.86,252.36,93.18,40.00999999999999,1,1,1.0
51,2,209.86,252.38,93.18,40.00999999999999,1,1,1.0
52,2,209.86,252.41,93.18,40.01000000000002,1,1,1.0
53,2,209.86,252.44,93.18,40.00999999999999,1,1,1.0
54,2,209.86,252.47,93.18,40.01000000000002,1,1,1.0
55,2,209.86,252.5,93.18,40.00999999999999,1,1,1.0
56,2,209.86,252.52,93.18,40.02000000000001,1,1,1.0
57,2,209.86,252.55,93.18,40.00999999999999,1,1,1.0
58,2,209.86,252.58,93.18,40.00999999999996,1,1,1.0
59,2,209.86,252.61,93.18,40.00999999999999,1,1,1.0
60,2,209.86,252.64,93.18,40.00999999999999,1,1,1.0
61,2,209.86,252.66,93.18,40.02000000000001,1,1,1.0
61,4,909.4,226.9,50.60000000000002,68.45000000000002,1,1,1.0
62,2,209.86,252.69,93.18,40.00999999999999,1,1,1.0
62,4,905.8,226.57,54.200000000000045,69.53000000000003,1,1,1.0
63,2,209.86,252.72,93.18,40.01000000000002,1,1,1.0
63,4,899.0,227.8,61.0,69.56,1,1,1.0
64,2,209.86,252.75,93.18,40.00999999999999,1,1,1.0
64,4,893.7,228.0,66.29999999999995,71.19999999999999,1,1,1.0
65,2,209.86,252.78,93.18,40.01000000000002,1,1,1.0
65,4,887.3,228.8,72.43000000000006,72.19999999999999,1,1,1.0
66,2,209.86,252.81,93.18,40.00999999999999,1,1,1.0
66,4,882.3,227.5,77.56000000000006,73.19999999999999,1,1,1.0
67,2,209.86,252.83,93.18,40.00999999999996,1,1,1.0
67,4,874.0,229.4,85.69000000000005,75.99999999999997,1,1,1.0
68,2,209.86,252.86,93.18,40.00999999999999,1,1,1.0
68,4,867.8,229.0,92.16000000000008,74.69999999999999,1,1,1.0
69,2,209.86,252.89,93.18,40.00999999999999,1,1,1.0
69,4,862.0,229.1,98.0,77.6,1,1,1.0
70,2,209.86,252.92,93.18,40.01000000000002,1,1,1.0
70,4,856.8,231.8,103.20000000000005,77.84999999999997,1,1,1.0
71,2,209.86,252.95,93.18,40.00999999999999,1,1,1.0
71,4,850.7,228.8,109.29999999999995,78.90999999999997,1,1,1.0
72,2,209.86,252.97,93.18,40.02000000000001,1,1,1.0
72,4,844.5,228.3,115.5,83.19999999999999,1,1,1.0
73,2,209.86,253.0,93.18,40.00999999999999,1,1,1.0
73,4,837.5,228.69,121.70000000000005,84.19,1,1,1.0
74,2,209.86,253.03,93.18,40.01000000000002,1,1,1.0
74,4,828.0,230.7,132.0,85.19999999999999,1,1,1.0
75,2,209.86,253.06,93.18,40.00999999999999,1,1,1.0
75,4,820.1,231.92,139.64999999999998,86.97999999999999,1,1,1.0
76,2,209.86,253.09,93.18,40.01000000000002,1,1,1.0
